Symbol,Company,Activity,Sector,Schedule,Amount to be Spent as decided by Company (Rs.lacs),Actual Amount Spent (Rs.lacs),Direct-Agency Name/s,Direct-Amount (Rs.lacs),Implementing Agency Name/s,Implementing Agency-Amount (Rs.lacs),latitude,longitude,state,district,city_town_village,Original_Raw_Location,Extractor_Method,Geocoder_Method
ACC,ACC LTD.,ACC LIESA SUSTAINABLE AGRICULTURE PROMOTION OF EDUCATION INCLUDING SPECIAL EDUCATION AND EMPLOYMENT ENHANCING VOCATION SKILLS ESPECIALLY AMONG CHILDREN WOMEN ELDERLY AND THE DIFFERENTLY ABLED AND LIVELIHOOD ENHANCEMENT PROJECT,,SCHEDULE VII (II),101.0,166.0,"MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,SULABH INTERNATIONAL SOCIAL SERVICE ORGANISATION,JAN MANGAL SANSTHAN,INDIAN GRAMEEN SERVICES,FORUM FOR RURAL DEVELOPMENT,SERDS KADIRANNAGARI PALLI BAGEPALLI TAL,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,CREDA,ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC,CHATTISGARH PRADESH JUDO SANGH,AMHI AMCHYA AROGYASATHI,SATTVA,SARVA SEVA SAMITI SANSTHA,IIMPACT, NEW DELHI,JAN SEVAK SAMITI,HARITIKA,DEEDS,MAHASHAKTI FOUNDATION,NAAD GUNJAN KALA PARISHAD,LOKA KALYAN PARISHAD,FOUNDATION FOR MSME CLUSTERS,BALA JI ASSOCIATES,WESTRIC TRUST,DILASA JANVIKAS PRATISHTHAN,SANSKAR,SOCIAL EMPOWERMENT & ECONOMIC DEVELOPMENT SOCIETY,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,CREATIVE INDIA,CENTUM FOUNDATION,UDYOGINI,AKRUTI RURAL DEVELOPMENT TRUST,AGRANEE JAN KALYAN ANUSTHAN,PANCHAM RESEARCH & BIO TECH SANSTHAN",,,,23.7176393,80.2610181,Madhya Pradesh,Katni,,"CHHATTISGARH (BILASPUR,DURG),JHARKHAND (DHANBAD,WEST SINGHBHUM),KARNATAKA (BELLARY,CHIKKABALLAPUR,GULBARGA),MADHYA PRADESH (KATNI),MAHARASHTRA (CHANDRAPUR,YAVATMAL),ODISHA (BARGARH),RAJASTHAN (BUNDI),TAMIL NADU (COIMBATORE),UTTAR PRADESH (GAURIGANJ),WEST BENGAL (PURULIA)",llm,nominatim
ACC,ACC LTD.,ACC LIESA SUSTAINABLE AGRICULTURE PROMOTION OF EDUCATION INCLUDING SPECIAL EDUCATION AND EMPLOYMENT ENHANCING VOCATION SKILLS ESPECIALLY AMONG CHILDREN WOMEN ELDERLY AND THE DIFFERENTLY ABLED AND LIVELIHOOD ENHANCEMENT PROJECT,,SCHEDULE VII (II),101.0,166.0,"MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,SULABH INTERNATIONAL SOCIAL SERVICE ORGANISATION,JAN MANGAL SANSTHAN,INDIAN GRAMEEN SERVICES,FORUM FOR RURAL DEVELOPMENT,SERDS KADIRANNAGARI PALLI BAGEPALLI TAL,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,CREDA,ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC,CHATTISGARH PRADESH JUDO SANGH,AMHI AMCHYA AROGYASATHI,SATTVA,SARVA SEVA SAMITI SANSTHA,IIMPACT, NEW DELHI,JAN SEVAK SAMITI,HARITIKA,DEEDS,MAHASHAKTI FOUNDATION,NAAD GUNJAN KALA PARISHAD,LOKA KALYAN PARISHAD,FOUNDATION FOR MSME CLUSTERS,BALA JI ASSOCIATES,WESTRIC TRUST,DILASA JANVIKAS PRATISHTHAN,SANSKAR,SOCIAL EMPOWERMENT & ECONOMIC DEVELOPMENT SOCIETY,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,CREATIVE INDIA,CENTUM FOUNDATION,UDYOGINI,AKRUTI RURAL DEVELOPMENT TRUST,AGRANEE JAN KALYAN ANUSTHAN,PANCHAM RESEARCH & BIO TECH SANSTHAN",,,,19.9508161,79.2986673,Maharashtra,Chandrapur,Chandrapur,"CHHATTISGARH (BILASPUR,DURG),JHARKHAND (DHANBAD,WEST SINGHBHUM),KARNATAKA (BELLARY,CHIKKABALLAPUR,GULBARGA),MADHYA PRADESH (KATNI),MAHARASHTRA (CHANDRAPUR,YAVATMAL),ODISHA (BARGARH),RAJASTHAN (BUNDI),TAMIL NADU (COIMBATORE),UTTAR PRADESH (GAURIGANJ),WEST BENGAL (PURULIA)",llm,nominatim
ACC,ACC LTD.,ACC LIESA SUSTAINABLE AGRICULTURE PROMOTION OF EDUCATION INCLUDING SPECIAL EDUCATION AND EMPLOYMENT ENHANCING VOCATION SKILLS ESPECIALLY AMONG CHILDREN WOMEN ELDERLY AND THE DIFFERENTLY ABLED AND LIVELIHOOD ENHANCEMENT PROJECT,,SCHEDULE VII (II),101.0,166.0,"MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,SULABH INTERNATIONAL SOCIAL SERVICE ORGANISATION,JAN MANGAL SANSTHAN,INDIAN GRAMEEN SERVICES,FORUM FOR RURAL DEVELOPMENT,SERDS KADIRANNAGARI PALLI BAGEPALLI TAL,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,CREDA,ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC,CHATTISGARH PRADESH JUDO SANGH,AMHI AMCHYA AROGYASATHI,SATTVA,SARVA SEVA SAMITI SANSTHA,IIMPACT, NEW DELHI,JAN SEVAK SAMITI,HARITIKA,DEEDS,MAHASHAKTI FOUNDATION,NAAD GUNJAN KALA PARISHAD,LOKA KALYAN PARISHAD,FOUNDATION FOR MSME CLUSTERS,BALA JI ASSOCIATES,WESTRIC TRUST,DILASA JANVIKAS PRATISHTHAN,SANSKAR,SOCIAL EMPOWERMENT & ECONOMIC DEVELOPMENT SOCIETY,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,CREATIVE INDIA,CENTUM FOUNDATION,UDYOGINI,AKRUTI RURAL DEVELOPMENT TRUST,AGRANEE JAN KALYAN ANUSTHAN,PANCHAM RESEARCH & BIO TECH SANSTHAN",,,,20.390344,78.1328518,Maharashtra,Yavatmal,Yavatmal,"CHHATTISGARH (BILASPUR,DURG),JHARKHAND (DHANBAD,WEST SINGHBHUM),KARNATAKA (BELLARY,CHIKKABALLAPUR,GULBARGA),MADHYA PRADESH (KATNI),MAHARASHTRA (CHANDRAPUR,YAVATMAL),ODISHA (BARGARH),RAJASTHAN (BUNDI),TAMIL NADU (COIMBATORE),UTTAR PRADESH (GAURIGANJ),WEST BENGAL (PURULIA)",llm,nominatim
ACC,ACC LTD.,ACC LIESA SUSTAINABLE AGRICULTURE PROMOTION OF EDUCATION INCLUDING SPECIAL EDUCATION AND EMPLOYMENT ENHANCING VOCATION SKILLS ESPECIALLY AMONG CHILDREN WOMEN ELDERLY AND THE DIFFERENTLY ABLED AND LIVELIHOOD ENHANCEMENT PROJECT,,SCHEDULE VII (II),101.0,166.0,"MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,SULABH INTERNATIONAL SOCIAL SERVICE ORGANISATION,JAN MANGAL SANSTHAN,INDIAN GRAMEEN SERVICES,FORUM FOR RURAL DEVELOPMENT,SERDS KADIRANNAGARI PALLI BAGEPALLI TAL,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,CREDA,ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC,CHATTISGARH PRADESH JUDO SANGH,AMHI AMCHYA AROGYASATHI,SATTVA,SARVA SEVA SAMITI SANSTHA,IIMPACT, NEW DELHI,JAN SEVAK SAMITI,HARITIKA,DEEDS,MAHASHAKTI FOUNDATION,NAAD GUNJAN KALA PARISHAD,LOKA KALYAN PARISHAD,FOUNDATION FOR MSME CLUSTERS,BALA JI ASSOCIATES,WESTRIC TRUST,DILASA JANVIKAS PRATISHTHAN,SANSKAR,SOCIAL EMPOWERMENT & ECONOMIC DEVELOPMENT SOCIETY,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,CREATIVE INDIA,CENTUM FOUNDATION,UDYOGINI,AKRUTI RURAL DEVELOPMENT TRUST,AGRANEE JAN KALYAN ANUSTHAN,PANCHAM RESEARCH & BIO TECH SANSTHAN",,,,21.2319922,83.5652737,Odisha,Bargarh,,"CHHATTISGARH (BILASPUR,DURG),JHARKHAND (DHANBAD,WEST SINGHBHUM),KARNATAKA (BELLARY,CHIKKABALLAPUR,GULBARGA),MADHYA PRADESH (KATNI),MAHARASHTRA (CHANDRAPUR,YAVATMAL),ODISHA (BARGARH),RAJASTHAN (BUNDI),TAMIL NADU (COIMBATORE),UTTAR PRADESH (GAURIGANJ),WEST BENGAL (PURULIA)",llm,nominatim
ACC,ACC LTD.,ACC LIESA SUSTAINABLE AGRICULTURE PROMOTION OF EDUCATION INCLUDING SPECIAL EDUCATION AND EMPLOYMENT ENHANCING VOCATION SKILLS ESPECIALLY AMONG CHILDREN WOMEN ELDERLY AND THE DIFFERENTLY ABLED AND LIVELIHOOD ENHANCEMENT PROJECT,,SCHEDULE VII (II),101.0,166.0,"MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,SULABH INTERNATIONAL SOCIAL SERVICE ORGANISATION,JAN MANGAL SANSTHAN,INDIAN GRAMEEN SERVICES,FORUM FOR RURAL DEVELOPMENT,SERDS KADIRANNAGARI PALLI BAGEPALLI TAL,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,CREDA,ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC,CHATTISGARH PRADESH JUDO SANGH,AMHI AMCHYA AROGYASATHI,SATTVA,SARVA SEVA SAMITI SANSTHA,IIMPACT, NEW DELHI,JAN SEVAK SAMITI,HARITIKA,DEEDS,MAHASHAKTI FOUNDATION,NAAD GUNJAN KALA PARISHAD,LOKA KALYAN PARISHAD,FOUNDATION FOR MSME CLUSTERS,BALA JI ASSOCIATES,WESTRIC TRUST,DILASA JANVIKAS PRATISHTHAN,SANSKAR,SOCIAL EMPOWERMENT & ECONOMIC DEVELOPMENT SOCIETY,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,CREATIVE INDIA,CENTUM FOUNDATION,UDYOGINI,AKRUTI RURAL DEVELOPMENT TRUST,AGRANEE JAN KALYAN ANUSTHAN,PANCHAM RESEARCH & BIO TECH SANSTHAN",,,,25.4367659,75.7361471,Rajasthan,Bundi,,"CHHATTISGARH (BILASPUR,DURG),JHARKHAND (DHANBAD,WEST SINGHBHUM),KARNATAKA (BELLARY,CHIKKABALLAPUR,GULBARGA),MADHYA PRADESH (KATNI),MAHARASHTRA (CHANDRAPUR,YAVATMAL),ODISHA (BARGARH),RAJASTHAN (BUNDI),TAMIL NADU (COIMBATORE),UTTAR PRADESH (GAURIGANJ),WEST BENGAL (PURULIA)",llm,nominatim
ACC,ACC LTD.,ACC LIESA SUSTAINABLE AGRICULTURE PROMOTION OF EDUCATION INCLUDING SPECIAL EDUCATION AND EMPLOYMENT ENHANCING VOCATION SKILLS ESPECIALLY AMONG CHILDREN WOMEN ELDERLY AND THE DIFFERENTLY ABLED AND LIVELIHOOD ENHANCEMENT PROJECT,,SCHEDULE VII (II),101.0,166.0,"MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,SULABH INTERNATIONAL SOCIAL SERVICE ORGANISATION,JAN MANGAL SANSTHAN,INDIAN GRAMEEN SERVICES,FORUM FOR RURAL DEVELOPMENT,SERDS KADIRANNAGARI PALLI BAGEPALLI TAL,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,CREDA,ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC,CHATTISGARH PRADESH JUDO SANGH,AMHI AMCHYA AROGYASATHI,SATTVA,SARVA SEVA SAMITI SANSTHA,IIMPACT, NEW DELHI,JAN SEVAK SAMITI,HARITIKA,DEEDS,MAHASHAKTI FOUNDATION,NAAD GUNJAN KALA PARISHAD,LOKA KALYAN PARISHAD,FOUNDATION FOR MSME CLUSTERS,BALA JI ASSOCIATES,WESTRIC TRUST,DILASA JANVIKAS PRATISHTHAN,SANSKAR,SOCIAL EMPOWERMENT & ECONOMIC DEVELOPMENT SOCIETY,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,CREATIVE INDIA,CENTUM FOUNDATION,UDYOGINI,AKRUTI RURAL DEVELOPMENT TRUST,AGRANEE JAN KALYAN ANUSTHAN,PANCHAM RESEARCH & BIO TECH SANSTHAN",,,,10.8124445,77.0796084,Tamil Nadu,Coimbatore,,"CHHATTISGARH (BILASPUR,DURG),JHARKHAND (DHANBAD,WEST SINGHBHUM),KARNATAKA (BELLARY,CHIKKABALLAPUR,GULBARGA),MADHYA PRADESH (KATNI),MAHARASHTRA (CHANDRAPUR,YAVATMAL),ODISHA (BARGARH),RAJASTHAN (BUNDI),TAMIL NADU (COIMBATORE),UTTAR PRADESH (GAURIGANJ),WEST BENGAL (PURULIA)",llm,nominatim
ACC,ACC LTD.,ACC LIESA SUSTAINABLE AGRICULTURE PROMOTION OF EDUCATION INCLUDING SPECIAL EDUCATION AND EMPLOYMENT ENHANCING VOCATION SKILLS ESPECIALLY AMONG CHILDREN WOMEN ELDERLY AND THE DIFFERENTLY ABLED AND LIVELIHOOD ENHANCEMENT PROJECT,,SCHEDULE VII (II),101.0,166.0,"MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,SULABH INTERNATIONAL SOCIAL SERVICE ORGANISATION,JAN MANGAL SANSTHAN,INDIAN GRAMEEN SERVICES,FORUM FOR RURAL DEVELOPMENT,SERDS KADIRANNAGARI PALLI BAGEPALLI TAL,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,CREDA,ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC,CHATTISGARH PRADESH JUDO SANGH,AMHI AMCHYA AROGYASATHI,SATTVA,SARVA SEVA SAMITI SANSTHA,IIMPACT, NEW DELHI,JAN SEVAK SAMITI,HARITIKA,DEEDS,MAHASHAKTI FOUNDATION,NAAD GUNJAN KALA PARISHAD,LOKA KALYAN PARISHAD,FOUNDATION FOR MSME CLUSTERS,BALA JI ASSOCIATES,WESTRIC TRUST,DILASA JANVIKAS PRATISHTHAN,SANSKAR,SOCIAL EMPOWERMENT & ECONOMIC DEVELOPMENT SOCIETY,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,CREATIVE INDIA,CENTUM FOUNDATION,UDYOGINI,AKRUTI RURAL DEVELOPMENT TRUST,AGRANEE JAN KALYAN ANUSTHAN,PANCHAM RESEARCH & BIO TECH SANSTHAN",,,,26.2071366,81.69259,Uttar Pradesh,Amethi,Gauriganj,"CHHATTISGARH (BILASPUR,DURG),JHARKHAND (DHANBAD,WEST SINGHBHUM),KARNATAKA (BELLARY,CHIKKABALLAPUR,GULBARGA),MADHYA PRADESH (KATNI),MAHARASHTRA (CHANDRAPUR,YAVATMAL),ODISHA (BARGARH),RAJASTHAN (BUNDI),TAMIL NADU (COIMBATORE),UTTAR PRADESH (GAURIGANJ),WEST BENGAL (PURULIA)",llm,nominatim
ACC,ACC LTD.,ACC LIESA SUSTAINABLE AGRICULTURE PROMOTION OF EDUCATION INCLUDING SPECIAL EDUCATION AND EMPLOYMENT ENHANCING VOCATION SKILLS ESPECIALLY AMONG CHILDREN WOMEN ELDERLY AND THE DIFFERENTLY ABLED AND LIVELIHOOD ENHANCEMENT PROJECT,,SCHEDULE VII (II),101.0,166.0,"MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,SULABH INTERNATIONAL SOCIAL SERVICE ORGANISATION,JAN MANGAL SANSTHAN,INDIAN GRAMEEN SERVICES,FORUM FOR RURAL DEVELOPMENT,SERDS KADIRANNAGARI PALLI BAGEPALLI TAL,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,CREDA,ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC,CHATTISGARH PRADESH JUDO SANGH,AMHI AMCHYA AROGYASATHI,SATTVA,SARVA SEVA SAMITI SANSTHA,IIMPACT, NEW DELHI,JAN SEVAK SAMITI,HARITIKA,DEEDS,MAHASHAKTI FOUNDATION,NAAD GUNJAN KALA PARISHAD,LOKA KALYAN PARISHAD,FOUNDATION FOR MSME CLUSTERS,BALA JI ASSOCIATES,WESTRIC TRUST,DILASA JANVIKAS PRATISHTHAN,SANSKAR,SOCIAL EMPOWERMENT & ECONOMIC DEVELOPMENT SOCIETY,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,CREATIVE INDIA,CENTUM FOUNDATION,UDYOGINI,AKRUTI RURAL DEVELOPMENT TRUST,AGRANEE JAN KALYAN ANUSTHAN,PANCHAM RESEARCH & BIO TECH SANSTHAN",,,,23.2020967,86.3228988,West Bengal,Purulia,,"CHHATTISGARH (BILASPUR,DURG),JHARKHAND (DHANBAD,WEST SINGHBHUM),KARNATAKA (BELLARY,CHIKKABALLAPUR,GULBARGA),MADHYA PRADESH (KATNI),MAHARASHTRA (CHANDRAPUR,YAVATMAL),ODISHA (BARGARH),RAJASTHAN (BUNDI),TAMIL NADU (COIMBATORE),UTTAR PRADESH (GAURIGANJ),WEST BENGAL (PURULIA)",llm,nominatim
ACC,ACC LTD.,ACC SAMPOORN SWACHHATA SANITATION ERADICATING HUNGER POVERTY AND MALNUTRITION PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER,,SCHEDULE VII (I),126.5,103.5,"AMHI AMCHYA AROGYASATHI,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,JAN MANGAL SANSTHAN,CREDA,SANSKAR,FORUM FOR RURAL DEVELOPMENT,SERDS KADIRANNAGARI PALLI BAGEPALLI TAL,SULABH INTERNATIONAL SOCIAL SERVICE ORGANISATION,SARVA SEVA SAMITI SANSTHA,CHATTISGARH PRADESH JUDO SANGH,WESTRIC TRUST,FOUNDATION FOR MSME CLUSTERS,DILASA JANVIKAS PRATISHTHAN,SATTVA,HARITIKA,SOCIAL EMPOWERMENT & ECONOMIC DEVELOPMENT SOCIETY,AGRANEE JAN KALYAN ANUSTHAN,CREATIVE INDIA,ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,IIMPACT, NEW DELHI,UDYOGINI,CENTUM FOUNDATION,DEEDS,MAHASHAKTI FOUNDATION,NAAD GUNJAN KALA PARISHAD,LOKA KALYAN PARISHAD,INDIAN GRAMEEN SERVICES,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,JAN SEVAK SAMITI,AKRUTI RURAL DEVELOPMENT TRUST,MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,BALA JI ASSOCIATES,PANCHAM RESEARCH & BIO TECH SANSTHAN",,,,22.1638486,82.1365923,Chhattisgarh,Bilaspur,,"CHHATTISGARH (BILASPUR,DURG),JHARKHAND (DHANBAD,WEST SINGHBHUM),KARNATAKA (BELLARY,CHIKKABALLAPUR,GULBARGA),MADHYA PRADESH (KATNI),MAHARASHTRA (CHANDRAPUR,YAVATMAL),ODISHA (BARGARH),RAJASTHAN (BUNDI),TAMIL NADU (COIMBATORE),UTTAR PRADESH (GAURIGANJ),WEST BENGAL (PURULIA)",llm,nominatim
ACC,ACC LTD.,ACC SAMPOORN SWACHHATA SANITATION ERADICATING HUNGER POVERTY AND MALNUTRITION PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER,,SCHEDULE VII (I),126.5,103.5,"AMHI AMCHYA AROGYASATHI,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,JAN MANGAL SANSTHAN,CREDA,SANSKAR,FORUM FOR RURAL DEVELOPMENT,SERDS KADIRANNAGARI PALLI BAGEPALLI TAL,SULABH INTERNATIONAL SOCIAL SERVICE ORGANISATION,SARVA SEVA SAMITI SANSTHA,CHATTISGARH PRADESH JUDO SANGH,WESTRIC TRUST,FOUNDATION FOR MSME CLUSTERS,DILASA JANVIKAS PRATISHTHAN,SATTVA,HARITIKA,SOCIAL EMPOWERMENT & ECONOMIC DEVELOPMENT SOCIETY,AGRANEE JAN KALYAN ANUSTHAN,CREATIVE INDIA,ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,IIMPACT, NEW DELHI,UDYOGINI,CENTUM FOUNDATION,DEEDS,MAHASHAKTI FOUNDATION,NAAD GUNJAN KALA PARISHAD,LOKA KALYAN PARISHAD,INDIAN GRAMEEN SERVICES,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,JAN SEVAK SAMITI,AKRUTI RURAL DEVELOPMENT TRUST,MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,BALA JI ASSOCIATES,PANCHAM RESEARCH & BIO TECH SANSTHAN",,,,21.1982964,81.4007922,Chhattisgarh,Durg,,"CHHATTISGARH (BILASPUR,DURG),JHARKHAND (DHANBAD,WEST SINGHBHUM),KARNATAKA (BELLARY,CHIKKABALLAPUR,GULBARGA),MADHYA PRADESH (KATNI),MAHARASHTRA (CHANDRAPUR,YAVATMAL),ODISHA (BARGARH),RAJASTHAN (BUNDI),TAMIL NADU (COIMBATORE),UTTAR PRADESH (GAURIGANJ),WEST BENGAL (PURULIA)",llm,nominatim
ACC,ACC LTD.,ACC SAMPOORN SWACHHATA SANITATION ERADICATING HUNGER POVERTY AND MALNUTRITION PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER,,SCHEDULE VII (I),126.5,103.5,"AMHI AMCHYA AROGYASATHI,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,JAN MANGAL SANSTHAN,CREDA,SANSKAR,FORUM FOR RURAL DEVELOPMENT,SERDS KADIRANNAGARI PALLI BAGEPALLI TAL,SULABH INTERNATIONAL SOCIAL SERVICE ORGANISATION,SARVA SEVA SAMITI SANSTHA,CHATTISGARH PRADESH JUDO SANGH,WESTRIC TRUST,FOUNDATION FOR MSME CLUSTERS,DILASA JANVIKAS PRATISHTHAN,SATTVA,HARITIKA,SOCIAL EMPOWERMENT & ECONOMIC DEVELOPMENT SOCIETY,AGRANEE JAN KALYAN ANUSTHAN,CREATIVE INDIA,ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,IIMPACT, NEW DELHI,UDYOGINI,CENTUM FOUNDATION,DEEDS,MAHASHAKTI FOUNDATION,NAAD GUNJAN KALA PARISHAD,LOKA KALYAN PARISHAD,INDIAN GRAMEEN SERVICES,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,JAN SEVAK SAMITI,AKRUTI RURAL DEVELOPMENT TRUST,MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,BALA JI ASSOCIATES,PANCHAM RESEARCH & BIO TECH SANSTHAN",,,,22.4282857,85.5317483,Jharkhand,Dhanbad,West Singhbhum,"CHHATTISGARH (BILASPUR,DURG),JHARKHAND (DHANBAD,WEST SINGHBHUM),KARNATAKA (BELLARY,CHIKKABALLAPUR,GULBARGA),MADHYA PRADESH (KATNI),MAHARASHTRA (CHANDRAPUR,YAVATMAL),ODISHA (BARGARH),RAJASTHAN (BUNDI),TAMIL NADU (COIMBATORE),UTTAR PRADESH (GAURIGANJ),WEST BENGAL (PURULIA)",llm,photon
ACC,ACC LTD.,ACC SAMPOORN SWACHHATA SANITATION ERADICATING HUNGER POVERTY AND MALNUTRITION PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER,,SCHEDULE VII (I),126.5,103.5,"AMHI AMCHYA AROGYASATHI,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,JAN MANGAL SANSTHAN,CREDA,SANSKAR,FORUM FOR RURAL DEVELOPMENT,SERDS KADIRANNAGARI PALLI BAGEPALLI TAL,SULABH INTERNATIONAL SOCIAL SERVICE ORGANISATION,SARVA SEVA SAMITI SANSTHA,CHATTISGARH PRADESH JUDO SANGH,WESTRIC TRUST,FOUNDATION FOR MSME CLUSTERS,DILASA JANVIKAS PRATISHTHAN,SATTVA,HARITIKA,SOCIAL EMPOWERMENT & ECONOMIC DEVELOPMENT SOCIETY,AGRANEE JAN KALYAN ANUSTHAN,CREATIVE INDIA,ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,IIMPACT, NEW DELHI,UDYOGINI,CENTUM FOUNDATION,DEEDS,MAHASHAKTI FOUNDATION,NAAD GUNJAN KALA PARISHAD,LOKA KALYAN PARISHAD,INDIAN GRAMEEN SERVICES,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,JAN SEVAK SAMITI,AKRUTI RURAL DEVELOPMENT TRUST,MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,BALA JI ASSOCIATES,PANCHAM RESEARCH & BIO TECH SANSTHAN",,,,15.1430224,76.9173277,Karnataka,Bellary,,"CHHATTISGARH (BILASPUR,DURG),JHARKHAND (DHANBAD,WEST SINGHBHUM),KARNATAKA (BELLARY,CHIKKABALLAPUR,GULBARGA),MADHYA PRADESH (KATNI),MAHARASHTRA (CHANDRAPUR,YAVATMAL),ODISHA (BARGARH),RAJASTHAN (BUNDI),TAMIL NADU (COIMBATORE),UTTAR PRADESH (GAURIGANJ),WEST BENGAL (PURULIA)",llm,photon
